1,17,33,49,65,81,97,113,129,145,161,177,193,209,225,241,257,273,289,305,321,337,353
0.111307774141834,0.0547652622634495,0.126200413155193,0.159484374462753,0.166124620953122,0.194259186401158,0.243694743292557,0.259267933112947,0.412404322140926,0.343718440347427,0.331641730827254,0.359745651785586,0.41599914461777,0.461741159896593,0.514290625078453,0.600257013295148,0.553821567244626,0.447368812722129,0.34861023492507,0.359735298398379,0.317484751444411,0.285898416731003,0.216977757477277
0.126650983565732,0.0907353556862003,0.149640631106091,0.184197071392781,0.163871549131798,0.220546432066492,0.291020862448579,0.31631407603993,0.404703750257017,0.367778854934793,0.376257879912358,0.419546127319336,0.440226800554017,0.530132331593875,0.589395225708504,0.645570959410839,0.624038333542789,0.490106115545923,0.378391886351842,0.363847186195553,0.290807728209324,0.286735262360599,0.220190011769781
0.147239392811014,0.137748133708802,0.149291362988856,0.176258592527042,0.158478483211162,0.173497922083204,0.223782275651777,0.259900217254957,0.287751862013987,0.323775862307512,0.353702757478684,0.421166389949562,0.48735624990722,0.551143742809,0.611123169115347,0.670319691184879,0.637986007124879,0.482977370883143,0.332352084937946,0.3631913879121,0.306088166412457,0.329455366661382,0.267668963171715
0.15613025771454,0.155002741049975,0.195465249102563,0.217601504642516,0.198143436294049,0.195593060180545,0.358476457744837,0.4047014541924,0.491424240916967,0.510285142995417,0.422785748913884,0.408425986394286,0.439703047834337,0.552241953089833,0.567723022773862,0.558522550389171,0.455200303718448,0.338859700411558,0.324739541113377,0.356131470575929,0.314148594252765,0.356384149007499,0.304119345918298
0.108602782894695,0.0879298049779165,0.121512880282743,0.150244585294572,0.146229928637308,0.14742436735403,0.158290480668583,0.295771297055577,0.290799538909443,0.30893100358191,0.360725026471274,0.468318828136202,0.521102186327889,0.582847832403486,0.631125588738729,0.680935943126678,0.614774252119518,0.461521125596667,0.343800847776352,0.362937982309432,0.303859197525751,0.281201545397441,0.229454790079404
0.169366379268467,0.156420879764482,0.18014480441343,0.203258526045829,0.191291528870352,0.230137041653506,0.267578661325388,0.44140862673521,0.486280511133373,0.51917719678022,0.464233024511486,0.510016419924796,0.449494961416349,0.482522837584838,0.58973948424682,0.655213052872568,0.604331128764898,0.507599211763591,0.418290684465319,0.391161490697414,0.335660625947639,0.281045725219883,0.231697747833095
0.142159501958756,0.136503681034794,0.137971448918543,0.158426501767128,0.185309070874663,0.199227237728386,0.184190177067912,0.276858301521426,0.35058519999366,0.34451541790056,0.320470496944712,0.436131547344216,0.523305293796289,0.576502012181606,0.622226550837987,0.679511716193203,0.587246967117172,0.47503680341384,0.392449627904331,0.366991723285002,0.279483476982397,0.219458191777786,0.150221293867983
0.16399086582338,0.10763596385053,0.156432183162802,0.191722856775211,0.209268082431547,0.269496325569548,0.33769199631776,0.494362092511669,0.481753866383984,0.394568419475464,0.363440043227688,0.347855251590917,0.508214018432198,0.522873253389529,0.592358777477483,0.701068525291552,0.639935064372743,0.523095964246495,0.405702263876131,0.327296776756359,0.247368055781361,0.233527798941181,0.144818316148535
0.152878593921003,0.0752558284207602,0.130356624681317,0.173405757184187,0.210139132747993,0.253218357569605,0.276971544761684,0.455415170166374,0.478363883429469,0.415705650715538,0.352747701149619,0.334041079598896,0.347022597302389,0.333524373025525,0.372988068761088,0.451230438868644,0.421879468043206,0.379817690638547,0.311988717119997,0.32274366182517,0.278521414125822,0.25661064108103,0.143293159525039
0.125928995153193,0.0848461617998655,0.127865020494435,0.183328989707963,0.243823082078228,0.297044374007546,0.376337387614487,0.528780437141492,0.530463880102937,0.441304475727661,0.311132968789306,0.350043379305476,0.381662207084466,0.381060183048248,0.43638046308117,0.539979392652354,0.49072326612736,0.472481779630672,0.385298722027415,0.367293247695786,0.32068159550593,0.285310018128453,0.203833727299838
0.145376023823676,0.0908538292940349,0.14684785022209,0.190797023015888,0.222997987056023,0.254860248110474,0.326192929830453,0.471157052643495,0.574750100708988,0.460590219150667,0.295407805234602,0.257549582176829,0.261719124519253,0.37854332466648,0.452764047233209,0.62937167735949,0.563597623616049,0.548268621710882,0.364291730196509,0.289681025257666,0.243936769358099,0.235868642183199,0.147942826253911
0.134561876776398,0.0806817754462201,0.119174462172293,0.150806585346819,0.173805799535526,0.195281494769358,0.221391370299683,0.327487702371292,0.350926648464895,0.302223744852248,0.286054965549259,0.284060263145034,0.361139756737537,0.400287017706902,0.4304531388866,0.53766335178447,0.475780636392614,0.460263729415914,0.397787347676293,0.390610941154982,0.282245686297776,0.307320074048094,0.218988241207215
0.13410812416359,0.0924883757374789,0.122965028215396,0.162268921576048,0.193010621047334,0.206859103237328,0.353453814512805,0.573772484064102,0.556012080531371,0.491413619486909,0.315304581428829,0.259418472961376,0.288752381582009,0.407231036769716,0.514049305257044,0.669557328286924,0.643382398078316,0.604309833049774,0.473311025531668,0.335915014461467,0.262714550055956,0.234470368059058,0.143928319843192
0.174553019720164,0.144383089611618,0.166691162135378,0.193401801645249,0.227424360326262,0.264687285713704,0.334389902587991,0.451689141836788,0.47867266888659,0.421573110916797,0.284551793725227,0.235248542034592,0.231306737695132,0.231082233339126,0.291856433362529,0.42724464263862,0.37757085926472,0.376777868770675,0.419958054512824,0.52692883067023,0.370058379497474,0.477087613121308,0.2753609680167
0.177098601002886,0.149547435982962,0.200362521665867,0.237321002916856,0.281184779950465,0.3463446263111,0.452395676061361,0.609399625147232,0.637874588821874,0.532923053912442,0.324589885394983,0.257533813365782,0.220069925893437,0.23310371337816,0.282969392911352,0.423446097458252,0.372699307371872,0.503934309338078,0.511354379732199,0.580925741279968,0.417760943975111,0.465119192997615,0.253903252232556
0.107382713104117,0.0977453924116047,0.115128942741745,0.136583494215176,0.154898114725091,0.165895333577847,0.162962020402667,0.222958220695627,0.246768316044205,0.240092929478349,0.267820406234127,0.319523509548998,0.425849717923965,0.472918171992247,0.514151684922734,0.574432152646712,0.483805478304282,0.398937816455446,0.393180936643447,0.414536108915833,0.327792194040342,0.362519255999861,0.282289741299618
